GeneSymbol	VCaP_R1881-33	VCaP_R1881-13	VCaP_Dox-13	VCaP_Dox-32	VCaP_Vehicle-31	VCaP_Vehicle-13
CTD-2313J17.7	0.0	0.083451181	0.0	0.0	0.043224609	0.053208027
LINC01578	63.56651535	48.65203852	71.47427266	67.01021499	95.52638671	107.5866312
RP11-437B10.1	0.111520202	0.292079133	0.310307986	0.340845448	0.475470703	0.478872246
CHD2	156.6858843	135.2326388	152.5680929	145.8136825	148.5197578	160.5286184
MIR3175	0.0	0.0	0.0	0.0	0.0	0.0
RGMA	0.836401518	0.458981495	0.827487961	1.227043611	0.69159375	0.478872246
RP11-368J22.2	0.055760101	0.0	0.0	0.0	0.0	0.0
RP11-326A13.2	0.0	0.0	0.0	0.0	0.0	0.0
RP11-326A13.1	0.0	0.0	0.0	0.0	0.0	0.0
AC112693.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-326A13.3	0.0	0.0	0.0	0.0	0.0	0.0
RP11-266O8.1	0.0	0.0	0.051717998	0.0	0.0	0.0
RP11-164C12.2	0.0	0.0	0.0	0.0	0.0	0.0
RP11-164C12.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-739G5.1	0.0	0.0	0.0	0.0	0.0	0.0
LINC01579	0.0	0.0	0.0	0.0	0.086449219	0.053208027
RP11-76E17.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-76E17.2	0.0	0.0	0.0	0.0	0.0	0.0
RP11-76E17.3	0.0	0.0	0.0	0.0	0.0	0.0
RP11-76E17.4	0.0	0.0	0.0	0.0	0.0	0.0
AC103996.1	0.0	0.0	0.0	0.0	0.0	0.0
LINC01580	0.0	0.0	0.0	0.0	0.0	0.0
LINC01581	0.055760101	0.0	0.0	0.0	0.0	0.0
CTD-2643K12.1	0.0	0.0	0.0	0.0	0.0	0.0
AC080032.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-452K20.1	0.0	0.0	0.0	0.0	0.0	0.0
MCTP2	96.96681596	80.11313376	59.9928772	70.75951491	70.19676562	67.30815456
RP11-354B3.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-57P19.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-255M2.3	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2576F9.1	0.446080809	0.584158267	1.086077949	1.022536343	1.858658203	0.904536464
CTD-2576F9.2	0.0	0.0	0.0	0.0	0.0	0.0
RP11-255M2.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-255M2.2	0.0	0.0	0.0	0.0	0.0	0.0
LINC01197	0.0	0.0	0.051717998	0.0	0.0	0.0
CTD-2536I1.3	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2536I1.2	0.0	0.0	0.0	0.0	0.0	0.0
LINC00924	0.0	0.0	0.0	0.0	0.0	0.0
RP11-398J10.2	0.0	0.0	0.0	0.0	0.0	0.0
RP11-61O11.1	0.0	0.0	0.0	0.0	0.0	0.0
RNU2-3P	0.0	0.0	0.0	0.0	0.0	0.0
RP11-759A24.3	0.0	0.0	0.0	0.0	0.0	0.0
RP11-4G2.1	0.0	0.0	0.0	0.06816909	0.0	0.0
RP11-236L14.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-236L14.2	0.0	0.0	0.0	0.0	0.0	0.0
NR2F2-AS1	0.055760101	0.125176771	0.103435995	0.0	0.129673828	0.0
RP11-327J17.7	0.0	0.0	0.0	0.0	0.0	0.0
RP11-327J17.9	0.0	0.04172559	0.0	0.0	0.0	0.0
RP11-327J17.2	0.0	0.0	0.0	0.0	0.0	0.0
RP11-327J17.8	0.0	0.0	0.0	0.0	0.0	0.0
RP11-327J17.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-759A24.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-759A24.2	0.0	0.0	0.0	0.0	0.0	0.053208027
NR2F2	151.3329146	151.9646006	163.8426164	154.7438332	175.1893418	167.8181182
MIR1469	0.0	0.0	0.0	0.0	0.0	0.0
RP11-262A16.1	0.111520202	0.208627952	0.258589988	0.06816909	0.172898437	0.319248164
RP11-522B15.3	0.94792172	0.792786219	0.879205959	1.090705432	0.907716797	1.702656874
RP11-522B15.6	0.0	0.0	0.051717998	0.0	0.086449219	0.0
RP11-522B15.4	0.055760101	0.04172559	0.0	0.0	0.172898437	0.0
RP11-522B15.5	0.0	0.0	0.0	0.0	0.0	0.0
PGAM1P12	0.0	0.0	0.0	0.0	0.0	0.0
RP11-522B15.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-522B15.7	0.0	0.0	0.0	0.0	0.0	0.0
RN7SKP254	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2027G2.1	0.0	0.04172559	0.051717998	0.0	0.0	0.0
FAM149B1P1	0.055760101	0.0	0.051717998	0.0	0.043224609	0.0
SPATA8-AS1	0.0	0.0	0.0	0.0	0.0	0.0
SPATA8	0.0	0.0	0.0	0.0	0.0	0.0
RN7SKP181	0.0	0.0	0.0	0.0	0.0	0.0
AC055873.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-315L6.1	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2147F2.1	0.0	0.0	0.0	0.0	0.0	0.0
RN7SL677P	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2147F2.2	0.0	0.0	0.0	0.0	0.0	0.0
RNA5SP401	0.0	0.0	0.0	0.0	0.0	0.0
RP11-461F11.2	0.0	0.0	0.0	0.0	0.0	0.0
RP11-461F11.3	0.0	0.0	0.0	0.0	0.0	0.0
LINC00923	0.0	0.0	0.0	0.0	0.0	0.0
RP11-753A21.2	0.0	0.0	0.0	0.0	0.0	0.0
AC024651.1	0.0	0.0	0.0	0.0	0.0	0.0
ARRDC4	9.813777809	10.59829999	15.56711727	16.63325784	11.80031836	15.69636806
RP11-753A21.1	0.0	0.0	0.0	0.0	0.0	0.0
AC144835.1	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2544M6.1	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-1186P	0.0	0.0	0.0	0.0	0.0	0.0
LINC01582	0.0	0.0	0.0	0.0	0.0	0.0
RP11-183E24.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-183E24.2	0.0	0.0	0.0	0.0	0.0	0.0
RP11-167B3.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-167B3.2	0.0	0.0	0.0	0.0	0.0	0.0
RP11-167B3.3	0.0	0.0	0.0	0.0	0.0	0.0
FAM169B	0.055760101	0.083451181	0.051717998	0.06816909	0.389021484	0.212832109
RP11-719C20.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-35O15.1	0.836401518	1.376944486	1.137795947	1.227043611	0.518695312	0.425664219
IGF1R	1039.591327	996.0315708	843.0550786	937.9385026	619.7544492	592.6842164
RP11-35O15.2	0.167280304	0.125176771	0.20687199	0.136338179	0.0	0.159624082
MIR4714	0.0	0.0	0.051717998	0.0	0.0	0.0
RP11-654A16.1	0.0	0.0	0.0	0.0	0.0	0.053208027
RP11-654A16.3	0.390320708	0.542432676	0.775769964	0.613521806	0.389021484	0.372456191
PGPEP1L	0.0	0.04172559	0.0	0.136338179	0.216123047	0.0
RP11-6O2.2	0.223040405	0.0	0.0	0.0	0.0	0.159624082
SYNM	28.3261314	31.75317437	34.2373144	33.47102295	37.47573632	33.99992946
RP11-6O2.4	0.0	0.125176771	0.103435995	0.0	0.086449219	0.053208027
TTC23	1.89584344	2.837340154	3.361669843	3.749299923	5.143728515	6.704211443
RP11-6O2.3	0.167280304	0.208627952	0.103435995	0.06816909	0.172898437	0.319248164
AC022819.3	0.0	0.0	0.0	0.0	0.0	0.0
LRRC28	10.14833842	10.13931849	9.257521568	8.521136189	9.941660155	10.74802152
AC022819.1	0.0	0.0	0.0	0.0	0.0	0.0
HSP90B2P	1.951603541	1.794200391	2.120437901	2.385918133	1.080615234	0.638496328
HNRNPA1P62	0.0	0.0	0.0	0.0	0.0	0.0
AC022819.2	0.0	0.04172559	0.0	0.0	0.0	0.0
RP11-616M17.1	0.0	0.0	0.0	0.204507269	0.0	0.159624082
RP11-20G13.3	0.0	0.0	0.0	0.0	0.0	0.0
RP11-20G13.2	0.0	0.0	0.0	0.0	0.043224609	0.0
RP11-20G13.5	0.0	0.0	0.0	0.0	0.0	0.0
RP11-20G13.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-20G13.4	0.0	0.0	0.0	0.0	0.0	0.0
RPL7P5	0.0	0.0	0.0	0.0	0.0	0.0
MEF2A	79.01206338	77.44269597	67.54370485	67.41922953	75.1675957	87.26116481
LYSMD4	4.405047994	5.340875584	6.154441713	6.203387146	5.619199218	5.16117865
AC090825.2	0.0	0.0	0.0	0.0	0.0	0.0
DNM1P46	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2054N24.1	0.0	0.0	0.0	0.0	0.0	0.0
RN7SL484P	0.0	0.0	0.0	0.0	0.0	0.0
AC090825.1	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2054N24.2	0.0	0.0	0.0	0.0	0.0	0.0
CTD-3076O17.1	0.0	0.0	0.0	0.0	0.0	0.0
ADAMTS17	0.557601012	0.667609448	2.017001906	1.158874522	1.815433594	1.489824765
CTD-3076O17.2	0.0	0.0	0.0	0.0	0.0	0.0
RNA5SP402	0.0	0.0	0.0	0.0	0.0	0.0
RP11-90E5.1	0.0	0.0	0.0	0.0	0.0	0.0
SPATA41	0.167280304	0.166902362	0.413743981	0.204507269	0.216123047	0.106416055
CERS3-AS1	0.0	0.0	0.0	0.0	0.0	0.0
CERS3	0.167280304	0.04172559	0.0	0.0	0.0	0.0
RP11-526I2.5	0.724881315	0.333804724	0.413743981	0.409014537	0.345796875	0.585288301
RNU6-322P	0.055760101	0.04172559	0.103435995	0.136338179	0.172898437	0.159624082
PRKXP1	0.055760101	0.083451181	0.258589988	0.136338179	0.129673828	0.319248164
RP11-526I2.1	0.0	0.0	0.0	0.0	0.172898437	0.106416055
LINS1	10.48289902	10.68175117	10.03329153	12.3386052	7.56430664	9.896693082
RNU6-181P	0.0	0.0	0.0	0.0	0.043224609	0.106416055
ASB7	38.30718951	31.12729051	29.42754063	35.1070811	34.01776758	34.15955354
RP11-192M23.1	0.167280304	0.292079133	0.155153993	0.272676358	0.172898437	0.053208027
RP11-66B24.5	0.0	0.0	0.0	0.0	0.0	0.053208027
AC087762.1	0.0	0.04172559	0.0	0.06816909	0.0	0.053208027
RP11-66B24.3	0.0	0.0	0.0	0.0	0.0	0.0
RP11-66B24.2	1.505522732	1.210042124	1.551539928	1.022536343	1.167064453	1.330200683
RP11-66B24.7	1.672803036	1.961102753	1.810129915	2.113241775	2.290904297	2.18152912
RP11-66B24.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-66B24.8	0.0	0.0	0.0	0.0	0.0	0.0
ALDH1A3	54.03153805	44.3543027	5.895851725	8.589305278	7.607531249	5.746466951
RP11-66B24.9	0.0	0.0	0.0	0.06816909	0.043224609	0.053208027
RP11-66B24.4	2.118883845	2.169730706	2.120437901	1.295212701	4.625033203	3.086065585
LRRK1	12.60178287	14.72913345	18.10129915	15.13353787	29.00371289	22.13453937
RP11-505E24.3	0.0	0.208627952	0.051717998	0.136338179	0.086449219	0.159624082
RP11-505E24.2	0.0	0.04172559	0.103435995	0.06816909	0.043224609	0.106416055
RP11-424I19.1	0.0	0.04172559	0.0	0.0	0.0	0.0
RP11-424I19.2	0.557601012	0.959688581	0.672333969	0.477183627	0.302572266	0.212832109
CHSY1	159.1950889	165.5671431	95.16111556	94.2096817	63.58340038	59.32695047
VIMP	124.3450256	87.54028887	70.6467847	91.48291812	42.27366796	42.30038172
SNRPA1	99.92210132	110.1555589	82.23161616	82.48459831	64.83691406	69.3300596
RP11-299G20.2	0.669121214	0.542432676	0.827487961	1.227043611	1.685759765	1.543032792
PCSK6	24.86900513	22.07283737	39.61598615	40.9696228	43.70008007	35.11729803
RP11-299G20.5	0.446080809	0.667609448	1.189513944	1.090705432	2.290904297	1.223784628
PCSK6-AS1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-14C10.3	0.0	0.0	0.0	0.06816909	0.0	0.0
RP11-14C10.6	0.055760101	0.0	0.051717998	0.06816909	0.043224609	0.106416055
RP11-14C10.4	0.055760101	0.0	0.103435995	0.136338179	0.0	0.159624082
SNRPCP18	0.0	0.0	0.0	0.0	0.0	0.0
RP11-14C10.2	0.0	0.0	0.0	0.06816909	0.0	0.0
RP11-14C10.5	0.0	0.0	0.0	0.06816909	0.0	0.0
TM2D3	26.76484857	26.62092674	25.7555628	24.40453405	29.39273437	26.55080563
RNU6-807P	0.0	0.0	0.0	0.0	0.129673828	0.053208027
TARSL2	15.05522732	15.64709644	20.27345505	16.76959602	33.93131836	31.28632007
RP11-89K11.1	0.0	0.0	0.0	0.0	0.043224609	0.0
DNM1P47	0.0	0.0	0.0	0.0	0.0	0.0
GOLGA8VP	0.0	0.0	0.0	0.0	0.0	0.0
AC107977.2	0.0	0.0	0.0	0.0	0.0	0.0
RN7SL209P	0.0	0.0	0.0	0.0	0.0	0.0
AC107977.1	0.0	0.0	0.0	0.0	0.0	0.0
OR4F6	0.0	0.0	0.0	0.0	0.0	0.0
OR4F15	0.0	0.0	0.0	0.0	0.0	0.0
OR4F14P	0.0	0.0	0.0	0.0	0.0	0.0
OR4F13P	0.0	0.0	0.0	0.06816909	0.0	0.0
OR4F28P	0.0	0.0	0.0	0.0	0.0	0.0
WBP1LP5	0.0	0.0	0.0	0.0	0.0	0.0
AC140725.7	0.0	0.0	0.0	0.0	0.0	0.0
OR4F4	0.0	0.0	0.0	0.0	0.0	0.0
OR4G2P	0.0	0.0	0.0	0.0	0.0	0.0
AC140725.8	0.0	0.0	0.0	0.0	0.0	0.0
FAM138E	0.0	0.0	0.0	0.0	0.0	0.0
AC140725.4	0.055760101	0.0	0.051717998	0.136338179	0.216123047	0.106416055
MIR1302-10	0.0	0.0	0.0	0.0	0.0	0.0
WASH3P	13.04786368	12.55940274	16.08429725	16.15607421	16.42535156	16.49448847
MIR6859-3	0.055760101	0.0	0.0	0.136338179	0.043224609	0.0
DDX11L9	0.557601012	0.375530314	0.620615971	0.06816909	0.216123047	0.106416055
DDX11L10	0.111520202	0.0	0.051717998	0.272676358	0.129673828	0.106416055
WASH4P	1.784323238	1.084865353	1.448103932	1.499719969	1.858658203	1.968697011
MIR6859-4	0.0	0.0	0.051717998	0.0	0.0	0.159624082
Z84812.4	0.0	0.0	0.051717998	0.0	0.0	0.053208027
WASIR2	1.003681821	0.83451181	1.758411918	1.090705432	2.593476562	2.447569257
IL9RP3	0.278800506	0.292079133	0.620615971	0.204507269	0.302572266	0.478872246
POLR3K	10.14833842	12.89320746	9.981573534	10.77071614	5.662423828	5.214386678
SNRNP25	10.53865912	12.43422597	15.25680929	11.17973068	10.02810937	7.55553988
RHBDF1	45.66752287	58.33237552	41.94329604	41.17413006	23.21161523	21.70887515
Z69720.3	0.111520202	0.083451181	0.103435995	0.0	0.086449219	0.053208027
MPG	22.75012128	20.1951858	13.91214135	19.08734506	15.64730859	10.9076456
NPRL3	43.10255822	44.98018656	48.56319973	46.21864269	58.61257031	50.76045807
Z69720.2	0.0	0.0	0.0	0.0	0.0	0.0
Z69666.2	0.0	0.0	0.155153993	0.0	0.043224609	0.106416055
HBZ	0.0	0.0	0.0	0.0	0.043224609	0.159624082
HBM	0.167280304	0.166902362	0.103435995	0.409014537	0.475470703	0.159624082
HBZP1	0.055760101	0.083451181	0.0	0.0	0.0	0.106416055
Z84721.4	0.0	0.0	0.0	0.0	0.0	0.0
HBA2	0.0	0.0	0.0	0.340845448	0.086449219	0.212832109
HBA1	0.055760101	0.0	0.051717998	0.06816909	0.086449219	0.053208027
HBQ1	0.334560607	0.917962991	2.068719903	1.227043611	1.556085937	1.809072929
LA16c-OS12.2	0.0	0.04172559	0.0	0.0	0.0	0.0
LUC7L	11.09626014	11.55798857	14.63619332	10.56620887	8.861044921	12.55709445
Z69890.1	0.111520202	0.0	0.0	0.0	0.0	0.053208027
FAM234A	18.01051268	20.61244171	24.92807484	20.99607957	22.08777539	18.19714534
AC004754.3	0.223040405	0.208627952	0.155153993	0.0	0.302572266	0.053208027
RGS11	14.94370712	24.49292162	44.16716994	29.72172303	32.85070312	38.46940375
ARHGDIG	3.178325768	5.173973222	8.378315609	6.271556235	7.218509765	6.810627497
PDIA2	0.94792172	2.002828344	8.843777587	4.976343534	6.440466796	8.460076344
AXIN1	33.62334101	34.75741689	30.82392656	26.38143764	36.17899804	31.87160837
MRPL28	40.37031326	31.75317437	32.63405648	35.78877199	29.17661133	22.45378753
TMEM8A	175.7000788	179.5869415	71.83629865	111.5927995	23.90320898	14.25975132
Z97634.3	1.338242428	1.418670077	1.189513944	0.886198164	0.605144531	0.904536464
NME4	202.4649274	204.7474726	125.4161441	156.9252441	97.55794335	71.77762886
DECR2	8.085214672	7.969587785	8.843777587	6.271556235	6.829488281	5.746466951
LA16c-359F1.1	0.055760101	0.0	0.051717998	0.0	0.0	0.053208027
RAB11FIP3	60.89003049	67.09474952	52.90751153	60.32964422	55.3707246	47.5147684
RP1-196A12.1	0.0	0.0	0.0	0.0	0.0	0.0
LINC00235	1.115202024	0.8762374	1.137795947	1.158874522	1.037390625	1.330200683
CAPN15	29.60861373	37.51130586	38.11616422	34.22088293	33.15327539	26.17834944
MIR5587	0.055760101	0.04172559	0.103435995	0.136338179	0.086449219	0.0
MIR3176	0.055760101	0.417255905	0.103435995	0.272676358	0.086449219	0.159624082
LA16c-366D1.3	0.0	0.0	0.0	0.0	0.0	0.0
PRR35	0.0	0.083451181	0.0	0.136338179	0.086449219	0.0
PIGQ	26.98788897	27.62234091	29.8930026	28.69918668	22.04455078	16.49448847
NHLRC4	0.390320708	0.458981495	0.930923957	1.022536343	1.426412109	1.649448847
LA16c-407A10.3	0.0	0.0	0.103435995	0.06816909	0.086449219	0.0
RAB40C	22.97316169	20.57071612	20.99750702	27.54031216	20.66136328	13.46163091
WFIKKN1	1.170962125	0.8762374	1.396385935	1.704227238	2.636701172	2.021905038
C16orf13	48.95736884	49.11102002	61.07895515	54.12625707	57.40228124	43.20491819
FAM195A	32.17357838	32.9214909	30.25502859	33.8118684	26.49668554	19.58055405
MSLN	0.055760101	0.250353543	0.620615971	0.340845448	0.0	0.212832109
AL022341.3	0.390320708	0.083451181	0.103435995	0.477183627	0.086449219	0.106416055
WDR90	17.39715157	18.73479013	32.47890248	25.56340857	24.63802734	17.61185704
LA16c-349E10.1	0.0	0.0	0.0	0.0	0.0	0.0
RHOT2	80.1272654	87.99927036	78.35276634	71.23669854	55.88941992	46.55702391
RHBDL1	2.397684351	2.044553934	4.137439807	3.135778118	2.247679687	3.352105721
LA16c-313D11.9	0.055760101	0.083451181	0.103435995	0.136338179	0.259347656	0.053208027
LA16c-313D11.13	0.0	0.0	0.0	0.0	0.0	0.0
STUB1	41.31823498	41.05798105	36.97836827	37.62933741	27.36117773	25.6994772
JMJD8	37.30350769	39.5141342	30.35846458	30.67609028	23.42773828	19.52734603
WDR24	54.19881835	55.328133	45.40840188	41.44680642	33.15327539	28.0406304
LA16c-313D11.12	20.57547734	21.69730706	14.8947833	20.04171232	12.27578906	8.672908454
FBXL16	26.43028796	18.56788777	28.49661667	32.10764116	35.22805664	23.67757216
LA16c-380A1.2	2.453444452	3.880479916	2.947925862	3.203947207	3.198621093	3.458521776
LA16c-380A1.1	0.836401518	0.917962991	1.189513944	0.749859985	0.734818359	1.276992656
METRN	22.02523997	19.65275313	24.87635684	26.44960673	19.88332031	14.68541554
FAM173A	8.308255077	10.43139762	10.60218951	8.180290741	7.348183593	5.95929906
CCDC78	15.78010864	26.57920115	42.30532202	24.60904131	24.68125195	32.19085653
HAGHL	32.39661879	39.55585979	52.70063954	43.15103366	40.71758203	35.4365462
NARFL	18.9026743	24.1591169	26.47961476	25.29073221	15.17183789	14.73862357
LA16c-335H7.2	0.0	0.0	0.0	0.0	0.0	0.0
MSLNL	0.0	0.0	0.103435995	0.06816909	0.0	0.053208027
MIR662	0.0	0.0	0.0	0.0	0.0	0.0
RPUSD1	29.55285363	40.22346924	42.770784	32.38031752	34.49323828	30.59461571
CHTF18	13.43818439	18.48443659	31.75485052	16.2242433	15.94988086	15.9624082
GNG13	1.449762631	1.168316534	1.49982193	1.704227238	1.815433594	0.904536464
PRR25	0.055760101	0.0	0.051717998	0.0	0.216123047	0.106416055
LA16c-360A4.1	0.0	0.0	0.0	0.0	0.0	0.053208027
LMF1	6.300891434	5.257424403	7.654263643	7.362261667	6.267568359	6.491379333
LA16c-306A4.1	0.111520202	0.0	0.155153993	0.204507269	0.172898437	0.372456191
LA16c-306A4.2	0.0	0.04172559	0.0	0.06816909	0.0	0.0
LMF1-AS1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-161M6.6	0.501840911	0.584158267	0.672333969	0.613521806	0.605144531	0.532080273
RP11-161M6.2	0.0	0.0	0.051717998	0.0	0.043224609	0.053208027
SOX8	0.0	0.0	0.0	0.0	0.0	0.0
RP11-161M6.3	0.0	0.0	0.0	0.0	0.0	0.0
SSTR5-AS1	25.59388644	46.14850309	31.08251655	16.83776511	49.92442382	58.422414
RP11-161M6.5	0.0	0.0	0.0	0.0	0.0	0.0
SSTR5	5.63177022	10.38967203	5.99928772	3.203947207	10.89260156	10.69481349
C1QTNF8	0.111520202	0.0	0.051717998	0.0	0.129673828	0.106416055
LA16c-349E11.1	0.0	0.0	0.0	0.0	0.043224609	0.212832109
LA16c-381G6.1	0.223040405	0.04172559	0.362025983	0.06816909	0.259347656	0.266040137
RP11-616M22.11	0.0	0.0	0.0	0.0	0.043224609	0.0
CACNA1H	144.2513818	158.8075974	164.2563603	165.0373657	187.8973769	155.2078157
RP11-616M22.1	0.055760101	0.083451181	0.0	0.0	0.0	0.0
RP11-616M22.2	0.055760101	0.083451181	0.103435995	0.0	0.086449219	0.0
RP11-616M22.3	0.0	0.0	0.051717998	0.0	0.043224609	0.053208027
TPSG1	1.115202024	0.8762374	0.982641954	0.818029074	1.772208984	1.436616738
RP11-616M22.12	0.167280304	0.208627952	0.155153993	0.477183627	0.605144531	0.585288301
TPSB2	0.0	0.0	0.0	0.06816909	0.129673828	0.053208027
TPSAB1	0.0	0.0	0.0	0.0	0.043224609	0.0
TPSD1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-616M22.5	0.0	0.0	0.0	0.0	0.0	0.0
PRSS29P	0.0	0.0	0.0	0.0	0.129673828	0.0
RP11-616M22.10	0.0	0.0	0.0	0.0	0.0	0.0
RP11-616M22.9	0.0	0.0	0.0	0.0	0.0	0.0
TPSP2	0.055760101	0.0	0.0	0.06816909	0.0	0.0
RP11-616M22.7	0.0	0.0	0.0	0.0	0.0	0.0
LA16c-358B7.4	0.111520202	0.0	0.051717998	0.0	0.0	0.0
UBE2I	77.56230075	63.54807433	61.59613512	63.26091507	59.00159179	56.02805277
LA16c-358B7.3	0.669121214	1.66902362	2.689335874	1.36338179	1.901882812	2.287945175
RPS20P2	0.0	0.04172559	0.0	0.06816909	0.043224609	0.053208027
BAIAP3	13.15938388	14.64568227	22.39389295	22.70030681	15.12861328	8.779324508
TSR3	23.6422829	23.86703777	24.10058687	24.47270313	26.53991015	21.76208318
GNPTG	12.60178287	12.7263051	12.67090941	10.83888523	9.768761718	11.43972587
LA16c-316G12.2	0.0	0.04172559	0.0	0.0	0.0	0.106416055
UNKL	24.47868442	23.65840981	17.79099117	21.40509411	23.85998437	18.46318548
AL031721.1	0.0	0.04172559	0.0	0.0	0.0	0.0
LA16c-312E8.2	0.0	0.04172559	0.0	0.0	0.043224609	0.053208027
C16orf91	6.914252547	6.801271251	6.309595705	6.135218056	5.057279296	5.054762596
CCDC154	21.18883845	23.32460509	15.98086125	15.81522877	22.82259375	15.58995201
LA16c-312E8.4	23.75380311	23.78358658	15.72227127	14.38367789	23.0819414	16.49448847
CLCN7	33.67910112	32.33733264	31.80656852	28.63101759	24.42190429	23.99682032
LA16c-390E6.5	0.0	0.0	0.0	0.0	0.0	0.0
LA16c-390E6.4	0.055760101	0.166902362	0.258589988	0.0	0.129673828	0.106416055
LA16c-390E6.3	0.0	0.0	0.0	0.0	0.0	0.0
RPS3AP2	0.0	0.0	0.0	0.0	0.0	0.0
PTX4	0.223040405	0.333804724	0.879205959	0.613521806	0.648369141	0.372456191
TELO2	26.82060867	39.26378066	55.13138543	39.12905738	32.72102929	34.05313749
IFT140	72.04205073	78.81964045	44.63263192	74.03163121	47.71996875	35.06409001
LA16c-385E7.1	0.055760101	0.208627952	0.20687199	0.477183627	0.086449219	0.0
TMEM204	0.613361113	1.168316534	0.517179976	1.022536343	0.302572266	0.053208027
LA16c-380F5.1	0.167280304	0.292079133	0.103435995	0.409014537	0.086449219	0.053208027
LA16c-380F5.3	0.278800506	0.125176771	0.310307986	0.272676358	0.518695312	0.159624082
LA16c-313F4.1	0.669121214	0.250353543	0.465461978	0.409014537	0.302572266	0.319248164
LA16c-425C2.1	0.111520202	0.0	0.155153993	0.136338179	0.0	0.0
LA16c-395F10.2	0.055760101	0.083451181	0.051717998	0.136338179	0.0	0.159624082
CRAMP1	20.85427784	20.69589289	15.98086125	15.81522877	16.42535156	14.95145568
LA16c-395F10.1	0.0	0.04172559	0.0	0.0	0.0	0.0
LA16c-431H6.6	0.223040405	0.04172559	0.051717998	0.06816909	0.129673828	0.053208027
HN1L	257.6116675	263.6640064	160.0154845	163.6739839	143.1166816	126.8479371
LA16c-431H6.7	0.223040405	0.166902362	0.20687199	0.340845448	0.129673828	0.053208027
MAPK8IP3	41.31823498	56.03746804	91.69600972	61.28401147	55.75974609	71.6712128
LA16c-329F2.2	0.0	0.083451181	0.0	0.0	0.0	0.0
LA16c-329F2.1	0.0	0.0	0.0	0.0	0.0	0.0
MIR3177	0.0	0.0	0.0	0.0	0.043224609	0.053208027
LA16c-361A3.3	0.0	0.083451181	0.155153993	0.06816909	0.086449219	0.053208027
NME3	35.63070466	45.81469837	40.13316613	37.0158156	32.80747851	26.17834944
MRPS34	53.97577795	61.42006922	59.73428721	53.17188982	51.78308203	46.9294801
EME2	14.72066671	24.32601926	32.73749247	27.67665034	16.64147461	21.70887515
SPSB3	0.223040405	0.083451181	0.413743981	0.272676358	0.302572266	0.478872246
NUBP2	41.87583599	37.46958027	43.49483597	41.5831446	36.9138164	25.27381298
IGFALS	0.613361113	0.500707086	1.086077949	0.613521806	1.210289062	1.064160546
HAGH	40.87215417	36.42644051	28.13459069	33.33468477	24.94059961	20.80433868
FAHD1	14.77642681	18.52616218	15.30852729	17.24677965	13.91832422	16.17524031
MEIOB	0.055760101	0.04172559	0.103435995	0.0	0.043224609	0.0
LA16c-429E7.1	0.0	0.0	0.0	0.06816909	0.0	0.0
LINC00254	0.0	0.0	0.0	0.0	0.0	0.0
XX-DJ76P10__A.2	0.0	0.0	0.0	0.0	0.0	0.0
HS3ST6	0.0	0.0	0.0	0.0	0.0	0.0
MSRB1	15.83586874	14.4787799	17.1186572	20.58706503	8.472023437	6.225339197
RPL3L	0.111520202	0.125176771	0.103435995	0.136338179	0.086449219	0.212832109
NDUFB10	148.1545889	152.0480518	90.45477778	104.2305379	77.37205077	60.81677523
RPS2	1450.152952	1096.673695	1857.658755	1681.254255	1999.440756	1855.044665
SNORA10	0.0	0.0	0.0	0.0	0.0	0.0
AC005363.9	0.0	0.0	0.0	0.0	0.0	0.0
SNHG9	1.951603541	1.585572439	1.654975923	2.181410864	0.432246094	0.691704355
SNORA78	0.0	0.0	0.0	0.0	0.0	0.0
RNF151	0.0	0.04172559	0.0	0.06816909	0.043224609	0.0
AC005363.11	0.055760101	0.0	0.051717998	0.0	0.0	0.053208027
