GeneSymbol	LNCaP_R1881_1	LNCaP_R1881_2	LNCaP_Dox_2	LNCaP_Dox_1	LNCaP_Vehicle_1	LNCaP_Vehicle_2
SBK2	0.0	0.0	0.0	0.0	0.0	0.0
SBK3	0.0	0.0	0.0	0.0	0.0	0.0
ZNF579	17.33102813	14.73770976	13.73859726	15.22773904	13.516007	15.84612707
FIZ1	26.97563275	24.21647752	23.41633843	25.88140281	24.75921672	26.78750053
ZNF524	14.59632694	13.15369109	12.87519094	13.83729687	12.36313881	14.73465484
ZNF865	22.24898871	19.08425701	20.74072764	23.08133996	20.91632277	23.39190187
CTD-2537I9.18	1.395485382	1.191182044	1.679372732	1.74524465	1.449320003	1.325609086
ZNF784	12.51435278	11.81044325	10.4842196	10.70161005	11.04557517	12.59328632
ZNF580	27.0881719	24.16578892	30.63669238	35.13503515	28.06410551	31.64126918
ZNF581	17.20723508	15.99225255	19.14674674	20.73197216	18.38001276	19.80256034
CCDC106	56.26957186	53.03294528	51.51973973	55.94372137	54.64595193	63.02761353
U2AF2	347.892255	335.9893694	316.1110808	324.3470057	343.9829271	369.824541
CTD-2537I9.12	1.688087156	1.520657929	1.66988475	1.821958701	2.097122125	1.641715868
CTD-2537I9.13	0.326363517	0.152065793	0.237199538	0.268499177	0.197634546	0.234530838
EPN1	223.559009	208.0386768	168.7057997	178.5135956	148.8956709	165.272862
AC010525.1	0.022507829	0.012672149	0.028463945	0.047946282	0.021959394	0.0
AC010525.4	0.045015657	0.038016448	0.094879815	0.076714051	0.054898485	0.020393986
AC010525.5	0.0	0.0	0.0	0.0	0.0	0.0
CTD-2611O12.6	0.0	0.0	0.0	0.0	0.0	0.0
NLRP9	0.056269572	0.025344299	0.066415871	0.086303307	0.010979697	0.050984965
RN7SKP109	0.0	0.0	0.0	0.0	0.0	0.0
RFPL4A	0.0	0.0	0.056927889	0.086303307	0.0	0.010196993
RFPL4AL1	0.0	0.0	0.009487982	0.019178513	0.010979697	0.010196993
RFPL4AP1	0.0	0.0	0.0	0.0	0.0	0.0
NLRP11	0.528933976	0.405508781	0.569278892	0.412338022	0.845436668	0.876941395
NLRP4	0.54018789	0.468869528	0.749550541	0.661658686	0.505066062	0.723986501
NLRP13	0.0	0.0	0.0	0.0	0.0	0.010196993
NLRP8	0.033761743	0.126721494	0.028463945	0.038357025	0.010979697	0.0
NLRP5	0.0	0.012672149	0.037951926	0.009589256	0.010979697	0.030590979
CTD-2621I17.6	0.0	0.025344299	0.009487982	0.0	0.032939091	0.0
ZNF787	43.53014079	40.29743512	37.64831073	40.85982118	37.41880735	43.03131032
CTD-2621I17.8	0.0	0.0	0.009487982	0.0	0.0	0.0
ZNF444	69.47041342	65.95853767	81.71049698	86.06357547	63.71518164	69.35994617
CTD-2621I17.3	1.946927186	1.888150262	2.770490608	2.646634744	2.141040913	1.723291812
GALP	0.0	0.0	0.0	0.0	0.0	0.0
ZSCAN5B	0.011253914	0.0	0.009487982	0.0	0.010979697	0.020393986
ZSCAN5CP	0.022507829	0.025344299	0.037951926	0.0	0.010979697	0.030590979
CTD-2086L14.1	0.011253914	0.0	0.0	0.0	0.0	0.020393986
ZSCAN5A	3.668776086	3.244070249	2.912810331	2.838419871	3.952690917	4.965935575
ZSCAN5D	0.022507829	0.050688598	0.047439908	0.028767769	0.010979697	0.050984965
AC006116.20	0.663980948	0.64627962	0.664158707	0.623301661	0.483106668	0.458864684
AC006116.19	0.067523486	0.076032896	0.066415871	0.10548182	0.098817273	0.050984965
AC006116.17	1.327961896	1.140493447	1.707836676	1.524691755	1.361482427	1.070684262
VN2R17P	0.438902661	0.316803735	0.474399077	0.536998354	0.307431516	0.367091747
AC006116.22	0.506426147	0.43085308	0.654670726	0.623301661	0.505066062	0.489455662
AC006116.14	0.011253914	0.038016448	0.037951926	0.038357025	0.065878182	0.030590979
AC006116.13	0.191316544	0.126721494	0.199247612	0.220552895	0.164695455	0.17334888
AC006116.15	0.607711376	0.620935321	1.157533747	1.467156217	0.570944244	0.683198529
AC006116.21	0.303855688	0.329475885	0.502863021	0.479462816	0.296451819	0.265121817
ZNF542P	39.33243073	39.68917195	45.0109844	42.81602947	34.54212674	34.90430693
ZNF582	8.215357492	8.439651506	9.687229147	9.445417475	7.88342244	7.535577803
AC006116.24	0.427648746	0.506885976	0.749550541	0.584944635	0.625842729	0.479258669
AC006116.27	0.0	0.0	0.0	0.0	0.0	0.0
SLC25A36P1	0.281347859	0.190082241	0.521838984	0.306856202	0.142736061	0.10196993
AC006116.12	0.146300887	0.202754391	0.265663483	0.335623971	0.175675152	0.122363916
ZNF582-AS1	4.186456147	4.207153604	5.844596625	6.386444709	3.326848189	3.365007679
AC006116.1	0.067523486	0.114049345	0.151807705	0.210963639	0.164695455	0.163151887
ZNF583	15.17027657	14.59831612	11.52789756	11.69889271	14.54809851	13.85771344
ZNF667	15.49664009	16.48646638	15.76902531	15.83186218	21.41040913	20.10847013
ZNF667-AS1	47.88540566	47.85003617	33.38820702	34.67475085	45.51084403	47.7015331
AC098795.1	0.337617431	0.41818093	0.407983206	0.383570253	0.373309698	0.244727831
LLNLR-285B5.1	0.618965291	0.608263172	0.673646689	0.642480173	0.636822426	0.611819578
ZNF471	32.85017605	32.73216192	35.77917837	35.79669384	32.74145643	30.63176688
AC005498.4	0.123793058	0.139393643	0.180271649	0.115071076	0.153715758	0.071378951
AC005498.3	1.654325413	1.482641481	2.153771808	2.052100852	1.251685457	1.631518875
ZFP28	22.50782875	22.13824502	23.53019421	23.05257219	21.09199792	20.62851677
AC007228.11	1.091629694	1.051788401	1.726812639	1.534281011	1.438340306	1.356200065
AC005498.1	0.0	0.0	0.0	0.0	0.0	0.0
ZNF470	23.12679404	22.45504875	23.634562	24.14574741	25.67053157	24.66652599
SIGLEC31P	0.0	0.0	0.009487982	0.0	0.0	0.0
ZNF71	11.73783269	10.8220156	10.47473161	12.50439024	12.98898154	13.53140967
AC007228.8	0.022507829	0.0	0.009487982	0.009589256	0.0	0.0
SMIM17	0.011253914	0.025344299	0.12334376	0.086303307	0.098817273	0.071378951
ZNF835	0.0	0.012672149	0.009487982	0.0	0.021959394	0.0
AC007228.5	0.0	0.0	0.0	0.0	0.0	0.0
AC007228.9	0.79902792	0.696968217	0.778014486	0.920568607	0.757599092	0.774971466
ZIM2-AS1	0.135046972	0.152065793	0.275151465	0.354802484	1.284624548	1.366397058
AC006115.1	0.0	0.0	0.0	0.0	0.0	0.0
OR5AH1P	0.0	0.0	0.0	0.0	0.0	0.0
ZIM2	0.168808716	0.164737942	0.389007243	0.326034715	0.900335153	0.876941395
AC006115.6	0.0	0.0	0.0	0.0	0.021959394	0.020393986
PEG3	71.45110235	68.15081952	333.7777024	302.0136278	403.1964329	353.0300935
MIMT1	0.596457462	0.620935321	1.091117877	1.169889271	2.59120849	2.641021179
MIMT1_1	0.0	0.0	0.0	0.0	0.0	0.0
MIMT1_2	0.0	0.0	0.0	0.0	0.0	0.0
CTC-258N23.3	0.0	0.0	0.0	0.0	0.0	0.0
RPL7AP69	0.0	0.0	0.018975963	0.0	0.010979697	0.050984965
CTC-360J11.7	0.0	0.0	0.0	0.0	0.0	0.0
USP29	0.011253914	0.0	0.0	0.019178513	0.0	0.030590979
ZIM3	0.0	0.0	0.0	0.0	0.0	0.0
CTC-360J11.5	0.0	0.0	0.0	0.0	0.0	0.0
CTC-360J11.6	0.0	0.0	0.0	0.0	0.0	0.0
DUXA	0.0	0.0	0.018975963	0.038357025	0.021959394	0.030590979
CTC-360J11.4	0.393887003	0.722312516	0.673646689	0.661658686	0.54898485	0.581228599
ZNF264	40.52534566	40.29743512	38.93867622	36.88986906	45.71945827	43.05170431
AURKC	0.517680061	0.380164482	0.597742837	0.54658761	0.362330001	0.509849648
ZNF805	3.950123945	3.85233342	4.260103709	3.030204997	4.084447281	3.191658799
CTC-444N24.8	2.126989816	2.280986894	1.935548233	2.464438874	2.108101822	3.028506911
CTC-444N24.6	0.79902792	0.899722608	0.910846227	0.853443812	1.163847881	1.111472233
ZNF460	3.736299572	4.06775996	5.275317733	4.219272781	4.589513343	3.701508447
CTC-444N24.7	0.97909055	0.925066907	1.034189987	0.700015711	1.032091517	0.938123353
CTC-444N24.11	22.28275046	22.07488427	15.53182577	20.90457878	22.38760217	31.19260149
CTC-444N24.9	0.0	0.0	0.009487982	0.0	0.0	0.010196993
ZNF543	7.528868715	7.096403669	10.1236763	8.716633994	9.200986079	8.473701156
CTC-444N24.13	0.393887003	0.620935321	0.664158707	0.700015711	0.527025456	0.448667691
ZNF304	23.14930186	23.72226369	30.36154091	29.55408798	23.50753126	22.16826271
ZNF547	5.807019816	5.626434337	8.947166587	9.282400117	4.523635161	4.272540054
TRAPPC2P1	10.63494908	11.05011428	12.18256829	11.13312659	7.103863954	7.199077035
AC003002.4	0.0	0.0	0.0	0.0	0.0	0.010196993
ZNF548	16.90337939	16.77792582	19.6306338	18.55521098	16.62326125	14.70406386
AC003002.6	0.123793058	0.114049345	0.094879815	0.153428101	0.153715758	0.10196993
AC004076.7	0.067523486	0.088705046	0.142319723	0.10548182	0.153715758	0.112166923
ZNF17	6.133383333	6.690894888	6.821858724	6.348087683	6.291366376	6.138589767
ZNF749	9.970968134	9.42807916	8.273519898	7.287834803	9.135107897	8.320746262
AC004076.9	0.078777401	0.076032896	0.085391834	0.028767769	0.076857879	0.071378951
AC004076.5	1.091629694	1.140493447	1.204973655	1.294549603	1.273644851	1.274624121
VN1R1	0.945328807	0.874378309	0.607230818	0.709604968	1.043071214	0.958517339
VN1R107P	0.090031315	0.076032896	0.094879815	0.076714051	0.065878182	0.122363916
ZNF772	44.21662957	44.36519508	50.14398241	47.05448076	46.77350919	44.55066228
AC003005.2	0.18006263	0.202754391	0.189759631	0.230142152	0.065878182	0.183545873
ZNF419	33.77299703	35.53270694	24.13742502	24.23205072	29.09619703	29.22458185
AC003005.4	0.078777401	0.088705046	0.056927889	0.038357025	0.021959394	0.020393986
ZNF773	14.81015131	15.01649705	10.88271482	11.36326874	14.13087003	14.47973001
ZNF549	18.6364822	19.94596317	18.4446361	18.17164073	18.73136307	18.30360238
ZNF550	22.59786006	21.23852241	28.61575231	27.02252431	21.78371883	19.71078741
ZNF416	8.226611406	8.110175622	8.273519898	8.409777792	7.751666076	7.933260529
ZIK1	16.84710982	16.75258152	21.57567001	21.30732754	21.22375429	21.21994237
ZNF530	7.112473884	7.134420117	8.358911732	8.707044738	9.23392517	8.789807938
ZNF134	42.42725719	40.38614017	40.88371243	40.2844658	41.09700584	39.35019586
AC003682.16	0.022507829	0.0	0.066415871	0.019178513	0.043918788	0.050984965
ZNF211	16.46447673	15.92889181	18.81466738	19.16892338	15.86566215	15.58100525
AC003682.17	0.0	0.012672149	0.028463945	0.028767769	0.021959394	0.020393986
ZSCAN4	0.0	0.0	0.056927889	0.047946282	0.010979697	0.010196993
ZNF551	14.92269046	15.37131723	16.25291237	14.95923986	19.73051549	17.8345407
AC003006.7	0.011253914	0.012672149	0.0	0.0	0.0	0.0
ZNF154	0.517680061	0.506885976	0.445935132	0.431516534	0.505066062	0.703592515
ZNF671	15.14776875	14.35754528	19.04237894	18.89083495	13.71364154	14.27579015
AC003006.1	0.0	0.0	0.0	0.0	0.032939091	0.040787972
ZNF776	35.60738508	36.4451017	38.38837329	36.33369219	32.29128885	30.64196387
ZNF586	17.94999342	18.53935458	21.17717479	21.53746969	14.31752488	13.69456156
ZNF552	41.17807269	42.7811764	37.50599101	37.28302857	18.91801792	19.34369566
CTD-2583A14.10	0.247586116	0.177410092	0.161295686	0.086303307	0.065878182	0.152954895
ZNF587B	38.9160359	37.95308748	33.43564693	32.81443512	21.46530762	18.7114821
AC010522.1	0.056269572	0.012672149	0.113855778	0.067124794	0.076857879	0.050984965
ZNF814	30.8469793	29.89360046	24.68772795	24.16492592	23.59536884	23.198159
ZNF587	59.85957055	60.81364501	54.27125438	50.64086262	38.90106644	31.91658799
CTD-2583A14.8	4.58034315	4.587318086	3.510553168	3.883648809	2.525330308	2.416687333
CTD-2583A14.11	4.287741376	4.08043211	2.941274276	3.279525661	2.679046066	2.314717404
CTD-2583A14.9	0.022507829	0.025344299	0.018975963	0.0	0.010979697	0.010196993
ZNF417	16.16062104	16.68922077	16.41420806	15.24691755	14.83357064	12.52190736
ZNF418	9.745889847	10.88537634	15.18077046	14.29758117	12.48391548	11.72654191
ZNF256	9.824667247	9.136619724	10.47473161	10.26050426	9.574295777	9.768719263
CTD-2583A14.1	0.011253914	0.038016448	0.009487982	0.019178513	0.0	0.010196993
C19orf18	0.337617431	0.506885976	0.265663483	0.326034715	0.362330001	0.367091747
ZNF606	24.44350202	24.19113322	29.25144707	29.1321607	25.41799854	24.87046585
CTD-2368P22.1	5.4806563	5.588417889	10.55063547	9.800219958	5.665523648	5.649134104
VN2R19P	0.011253914	0.025344299	0.028463945	0.0	0.0	0.0
ZSCAN1	0.011253914	0.0	0.037951926	0.028767769	0.0	0.020393986
LETM1P2	0.135046972	0.190082241	0.256175501	0.268499177	0.10979697	0.112166923
HNRNPDLP4	0.011253914	0.0	0.037951926	0.028767769	0.043918788	0.030590979
ZNF135	5.671972844	5.005499016	10.28497198	10.9317522	4.842046373	5.210663407
RN7SL526P	0.067523486	0.012672149	0.104367797	0.124660332	0.032939091	0.020393986
ZSCAN18	17.49983685	16.86663086	38.32195742	42.38451293	19.36818549	21.03639649
ZNF329	23.81328281	24.03906743	23.93817741	23.98273005	21.73980004	20.32260698
CTD-2623H2.7	0.011253914	0.012672149	0.0	0.0	0.0	0.0
CTD-2619J13.1	0.0	0.0	0.0	0.0	0.010979697	0.0
ZNF274	75.45749587	77.13537345	83.42782164	82.57308617	51.33008344	51.59678442
RPS15AP36	0.0	0.0	0.028463945	0.057535538	0.0	0.0
AC020915.2	0.056269572	0.038016448	0.056927889	0.076714051	0.098817273	0.020393986
ZNF544	78.04589617	76.67917607	79.86982856	79.1401324	75.15602591	75.42715698
CTD-3138B18.5	6.302192049	6.20935321	7.17291404	7.230299265	6.489000922	6.770803331
CTD-3138B18.6	0.461410489	0.342148034	0.531326966	0.383570253	0.406248789	0.418076712
ZNF8	10.89378911	10.42917896	12.29642407	11.31532246	10.66128578	10.31935688
AC010642.1	0.596457462	0.405508781	0.692622652	0.632890917	0.724660001	0.713789508
ERVK3-1	26.63801532	26.61151376	35.72225048	33.73500373	13.52698669	13.08274198
LLNLR-245B6.1	4.737897951	4.739383879	6.252579831	5.897392636	4.358939706	4.333722011
AC020915.1	0.0	0.0	0.0	0.0	0.0	0.0
AC010642.2	0.191316544	0.253442988	0.237199538	0.278088433	0.21959394	0.17334888
ZSCAN22	15.77798795	16.30905629	13.52037369	14.71950845	15.40451488	14.00047134
MIR6806	0.011253914	0.012672149	0.028463945	0.038357025	0.043918788	0.010196993
A1BG	0.652727034	0.63360747	0.872894301	0.747961993	0.647802123	0.571031606
CTD-2619J13.8	2.070720245	2.204953997	2.874858405	2.608277719	2.250837883	2.314717404
A1BG-AS1	4.872944923	4.359219397	5.218389844	4.996002542	4.315020918	4.292934039
CTD-2619J13.5	1.091629694	1.153165596	1.375757323	1.476745473	1.35050273	1.346003072
ZNF497	8.733037553	8.186208518	10.02879648	10.37557534	9.387640928	9.38123353
CTD-2619J13.9	3.364920397	3.079332306	3.918536374	4.152147986	3.304888795	3.008112925
CTD-2619J13.3	0.607711376	0.582918873	0.768526504	0.700015711	0.625842729	0.601622585
RNA5SP473	0.0	0.012672149	0.009487982	0.057535538	0.021959394	0.030590979
ZNF837	4.816675352	4.08043211	4.392935451	4.401468651	4.446777282	5.363618301
RPS5	824.7768765	759.8220785	741.2865093	801.1056514	860.8082442	964.1970641
MIR4754	0.090031315	0.025344299	0.037951926	0.047946282	0.076857879	0.071378951
RNF225	5.762004159	5.157564809	4.193687838	4.372700882	2.854721218	3.110082855
CTD-2619J13.13	3.162349939	3.332775294	2.315067494	2.732938051	1.756751519	1.886443699
ZNF584	18.794037	17.1074017	18.06511684	16.49352087	19.25838852	18.33419336
CTD-2619J13.14	26.30039789	24.08975603	26.23426894	25.68002842	31.54466946	30.33605408
CTD-2619J13.16	1.237930581	1.444625033	1.79322851	1.706887625	1.328543336	1.447973001
CTD-2619J13.17	6.606047737	6.576845543	7.125474133	6.72206868	5.73140183	4.925147603
ZNF132	19.45801795	20.18673401	22.8660355	22.8320193	19.20349004	18.83384601
CTD-2619J13.19	1.688087156	1.951511009	2.7230507	2.541152925	2.404553641	2.090383558
ZNF324B	8.552974923	8.845160287	10.24702006	10.30845054	9.442539413	9.738128284
ZNF324	15.51914792	16.1063019	16.57550374	16.91544815	16.18407337	16.45794665
ZNF446	17.64613774	16.06828545	15.65516953	16.25378946	13.1426973	14.69386687
CTD-2619J13.23	0.0	0.0	0.0	0.0	0.0	0.0
SLC27A5	25.35506908	23.05063977	23.21709082	24.16492592	27.52610036	31.43732932
RNU6-1337P	0.090031315	0.038016448	0.066415871	0.028767769	0.032939091	0.020393986
RN7SL693P	0.0	0.038016448	0.028463945	0.019178513	0.021959394	0.020393986
CTD-2619J13.27	1.215422752	1.026444102	1.603468879	1.409620679	1.13090879	1.070684262
ZBTB45	76.72918819	74.25879553	59.10063698	62.97264625	91.91104352	95.708976
RN7SL525P	0.0	0.012672149	0.0	0.009589256	0.0	0.0
TRIM28	417.3063989	393.204124	371.1318857	401.9528571	484.6767643	527.4394613
MIR6807	0.0	0.012672149	0.0	0.0	0.0	0.0
CHMP2A	166.8730423	159.6690825	154.7774428	168.5120013	146.4142594	155.9426135
UBE2M	125.1772896	117.6609073	96.22710873	102.1064013	98.30122717	106.8338953
MZF1-AS1	4.647866636	4.840761074	4.620647007	4.775449647	5.07262001	4.986329561
MZF1	41.17807269	38.48531775	41.26323169	42.91192203	45.18145312	47.18148646
CENPBD1P1	62.41420911	61.33320314	47.03192447	46.44076835	52.72450496	54.89041315
MGC2752	0.0	0.0	0.0	0.0	0.0	0.0
AC016629.7	0.0	0.0	0.0	0.0	0.0	0.0
AC016629.3	0.056269572	0.063360747	0.075903852	0.057535538	0.043918788	0.081575944
DEFB125	0.0	0.0	0.0	0.0	0.0	0.0
DEFB126	0.157554801	0.114049345	0.104367797	0.095892563	0.164695455	0.163151887
DEFB127	0.0	0.0	0.0	0.0	0.0	0.0
AL360078.1	0.0	0.0	0.0	0.0	0.0	0.0
DEFB128	0.0	0.0	0.0	0.0	0.0	0.0
DEFB129	0.0	0.0	0.009487982	0.038357025	0.021959394	0.010196993
DEFB132	37.99321492	33.64455668	7.324721745	6.971389344	10.73814366	10.84960052
RP5-1103G7.10	0.0	0.0	0.0	0.0	0.0	0.0
C20orf96	27.45955107	25.96523414	19.66858572	22.07446805	26.66968399	27.29735017
ZCCHC3	34.43697798	33.94868827	29.56455046	31.59659957	34.53114704	37.57591909
NRSN2-AS1	6.628555566	6.754255635	5.816132681	5.676839741	8.630041836	7.698729691
SOX12	127.7994516	117.5595301	106.4172009	114.9847725	131.2293384	145.9597573
NRSN2	78.37225969	76.65383177	103.2102631	111.2161948	88.72693139	92.75184804
TRIB3	83.22269679	77.59157083	62.74402189	66.15627935	88.18892624	94.71986768
RBCK1	146.4809495	142.1941885	131.2852005	139.2264125	142.659203	151.2825877
TBC1D20	93.6438215	90.11165445	113.6280669	118.0629238	76.44065046	77.24222173
CSNK2A1	176.8327565	178.031027	165.0908787	162.6721442	193.2536468	190.1127369
TCF15	0.0	0.0	0.0	0.0	0.0	0.0
SRXN1	5.942066789	5.449024246	3.548505094	3.931595091	3.623300007	4.74160173
RP5-850E9.3	1.417993211	1.469969331	0.74006256	0.661658686	0.91131485	1.009502304
SCRT2	0.0	0.0	0.0	0.0	0.0	0.0
SLC52A3	6.786110367	6.830288531	9.051534384	9.675559626	6.093731831	6.189574731
FAM110A	26.50296835	25.17956088	21.71798973	24.63479948	22.18996762	24.01391844
RPS10L	1.733102813	1.989527457	1.015214024	1.09317522	1.284624548	1.498957966
ANGPT4	0.033761743	0.0	0.170783668	0.134249588	0.021959394	0.030590979
RSPO4	0.281347859	0.304131586	0.208735594	0.220552895	0.340370607	0.397682726
PSMF1	135.103242	134.4641774	113.533187	115.8190378	128.8467442	131.7553461
RP4-545L17.11	0.393887003	0.291459436	0.37003128	0.36439174	0.395269092	0.499652655
ACTG1P3	0.191316544	0.114049345	0.24668752	0.268499177	0.285472122	0.285515803
TMEM74B	0.326363517	0.304131586	1.167021729	1.457566961	0.362330001	0.407879719
RP4-545L17.12	0.0	0.025344299	0.056927889	0.172606614	0.0	0.0
C20orf202	0.0	0.0	0.028463945	0.019178513	0.010979697	0.020393986
RAD21L1	0.0	0.012672149	0.009487982	0.019178513	0.010979697	0.0
SNPH	0.0	0.0	0.0	0.009589256	0.0	0.0
SDCBP2	1.417993211	1.089804849	1.375757323	1.975386802	0.516045759	0.418076712
RP11-314N13.10	0.146300887	0.088705046	0.12334376	0.134249588	0.032939091	0.040787972
RP11-314N13.9	0.056269572	0.025344299	0.047439908	0.057535538	0.0	0.020393986
SDCBP2-AS1	7.450091315	7.362518806	8.425327603	8.639919944	12.00080881	11.72654191
RP11-314N13.3	0.483918318	0.304131586	0.502863021	0.421927278	0.65878182	0.581228599
FKBP1A	156.665742	155.8674377	133.0120131	137.6058282	141.7039694	147.846201
MIR6869	0.0	0.0	0.0	0.0	0.0	0.0
NSFL1C	97.42513672	98.28519081	87.47918975	90.26366973	84.09349926	90.83481336
SIRPB2	0.033761743	0.012672149	0.056927889	0.115071076	0.010979697	0.010196993
AL109658.1	0.0	0.0	0.0	0.0	0.0	0.0
RP4-576H24.2	0.0	0.0	0.0	0.0	0.0	0.0
RNU6-917P	0.0	0.0	0.0	0.0	0.0	0.0
SIRPD	0.0	0.0	0.0	0.0	0.0	0.0
RP4-576H24.4	0.0	0.0	0.0	0.0	0.0	0.0
SIRPB1	0.011253914	0.0	0.009487982	0.0	0.0	0.010196993
RP4-576H24.5	0.0	0.0	0.0	0.0	0.0	0.0
SIRPG	0.0	0.0	0.0	0.0	0.0	0.0
SIRPG-AS1	0.0	0.012672149	0.0	0.019178513	0.0	0.0
SIRPB3P	0.0	0.0	0.0	0.0	0.0	0.0
RN7SL561P	0.0	0.0	0.0	0.0	0.0	0.0
RP4-673D20.5	0.0	0.0	0.0	0.0	0.0	0.0
RP4-673D20.4	0.0	0.0	0.0	0.0	0.0	0.0
RP4-673D20.6	0.0	0.0	0.0	0.009589256	0.010979697	0.0
RP4-673D20.3	0.0	0.012672149	0.0	0.009589256	0.021959394	0.020393986
RP5-968J1.1	0.0	0.0	0.0	0.0	0.0	0.0
AL121760.1	0.0	0.0	0.0	0.0	0.0	0.0
RP5-858L17.1	0.011253914	0.050688598	0.0	0.0	0.087837576	0.061181958
SIRPA	0.450156575	0.456197379	0.085391834	0.124660332	0.955233638	0.734183494
RP4-684O24.5	0.0	0.0	0.0	0.0	0.0	0.0
PDYN	0.0	0.012672149	0.056927889	0.086303307	0.032939091	0.010196993
RPL7P2	0.0	0.0	0.0	0.0	0.0	0.0
STK35	81.33203917	79.66980333	74.49014303	76.34965881	81.19485926	79.04708949
AL121899.1	0.0	0.0	0.0	0.0	0.0	0.0
RP11-128M1.1	1.474262783	1.229198493	1.100605858	1.160300015	1.141888487	1.468366987
TGM3	0.157554801	0.21542654	1.480125119	1.92744052	2.250837883	2.477869291
TGM6	0.832789664	0.887050459	0.6167188	0.517819841	2.294756671	2.192353488
SNRPB	144.0050883	138.8360689	115.0228001	119.7506329	148.4235439	169.3312652
RP4-734P14.4	0.0	0.025344299	0.018975963	0.009589256	0.0	0.0
ZNF343	19.85190495	19.52778224	19.60216985	21.14431018	20.0708861	20.33280398
TMC2	0.450156575	0.494213827	0.948798153	0.863033069	0.483106668	0.632213564
NOP56	255.1825084	256.8137799	221.3925611	241.5629559	271.8133787	286.7394423
MIR1292	0.0	0.0	0.0	0.0	0.0	0.0
SNORD110	0.0	0.0	0.0	0.0	0.0	0.0
SNORD86	0.0	0.0	0.0	0.0	0.0	0.0
SNORD57	0.0	0.0	0.0	0.0	0.0	0.0
IDH3B	83.79664642	81.30451061	93.87408931	98.62550124	86.37727624	91.75254272
RP4-686C3.7	0.078777401	0.038016448	0.180271649	0.134249588	0.142736061	0.10196993
EBF4	1.249184495	1.127821297	2.049404012	2.301421517	1.932426671	1.906837685
RPL19P1	0.0	0.0	0.0	0.0	0.0	0.0
CPXM1	0.0	0.0	0.0	0.009589256	0.0	0.0
RP5-860F19.8	0.0	0.0	0.0	0.0	0.0	0.0
C20orf141	0.0	0.0	0.0	0.0	0.0	0.0
TMEM239	0.0	0.0	0.009487982	0.0	0.0	0.0
PCED1A	48.84198838	47.59659318	58.94882928	63.90280411	52.75744405	57.15414558
VPS16	33.8292666	32.36466959	30.28563706	32.22949049	35.55225886	36.91311454
PTPRA	101.2289598	101.9347698	90.62919962	93.07332184	96.16018626	95.14814138
GNRH2	2.23952896	1.92616671	1.17650971	1.419209935	1.548137276	1.529548945
MRPS26	124.0518981	116.0388721	96.63509193	99.1624996	100.4532478	111.3205722
OXT	0.0	0.0	0.0	0.0	0.0	0.0
AVP	0.0	0.0	0.0	0.0	0.0	0.010196993
RN7SL555P	0.0	0.0	0.0	0.0	0.0	0.0
UBOX5-AS1	0.191316544	0.164737942	0.180271649	0.268499177	0.164695455	0.285515803
UBOX5	8.035294862	8.008798426	9.317197867	9.30157863	9.848788202	10.45191779
FASTKD5	73.45429911	74.18276264	53.44579999	51.94500148	57.10540406	58.52054264
RP5-1187M17.10	9.970968134	9.352046264	18.27385244	19.84017132	14.08695124	14.90800372
DDRGK1	110.4121539	106.0785627	92.94426711	97.85836074	89.81392139	100.083486
ITPA	33.50290309	32.31398099	25.75038189	27.81843258	30.24906521	33.86421365
SLC4A11	5.694480673	5.79117228	7.372161653	7.911136463	6.785452741	7.62735074
RP4-794I6.4	4.389026605	4.536629488	5.265829752	5.513822384	3.590360916	3.507765581
C20orf194	8.249119235	8.477667954	9.658765202	8.265938947	9.376661231	9.717734298
RNU6-1019P	0.0	0.0	0.0	0.009589256	0.0	0.0
UBE2V1P1	0.011253914	0.025344299	0.009487982	0.028767769	0.010979697	0.020393986
AL117334.1	0.0	0.0	0.009487982	0.0	0.0	0.0
RP11-137F15.1	0.0	0.0	0.0	0.0	0.0	0.0
ATRN	89.0297166	87.90670045	82.70673504	82.06485558	96.20410504	87.50039666
SF3A3P1	0.270093945	0.126721494	0.265663483	0.201374383	0.186654849	0.193742866
AL109805.1	0.0	0.0	0.0	0.0	0.0	0.0
GFRA4	0.0	0.0	0.0	0.0	0.0	0.0
ADAM33	0.067523486	0.063360747	0.075903852	0.18219587	0.120776667	0.152954895
SIGLEC1	0.045015657	0.012672149	2.552267033	3.058972766	0.032939091	0.030590979
HSPA12B	0.551441804	0.582918873	0.92982219	0.968514888	0.69172091	0.499652655
C20orf27	35.20224416	32.060538	30.58925247	32.35415082	51.56065707	58.99980131
SPEF1	1.204168838	1.267214941	3.320793537	3.30829343	0.69172091	1.152260205
CENPB	90.05382281	84.38384291	72.66845058	76.68528279	102.1660805	112.1975136
CDC25B	35.66365465	37.50956225	46.39622971	50.64086262	46.83938737	48.01763989
RP5-1009E24.8	0.123793058	0.076032896	0.056927889	0.076714051	0.043918788	0.112166923
RP5-1009E24.9	0.022507829	0.038016448	0.028463945	0.057535538	0.076857879	0.071378951
AP5S1	27.17820321	26.25669357	22.72371578	22.64023417	23.81496278	24.33002522
MAVS	280.6276088	277.8875644	258.5190329	252.1111379	240.4773235	218.4195894
RP11-119B16.2	3.016049052	2.711839973	2.590218959	2.598688463	2.338675459	2.365702369
PANK2	72.76781033	69.15191932	49.74548719	50.50661303	55.04122102	53.90130483
